30774 12821 3147;30774 3147
51739 51700 51235 51729;51729 51235 51700
47494 47491 47524 83;47494
99 678;678
20537 49178 50305 50304 18153 50294 49114 47057 49089 47490;49178 50305 18153 50294 47057 49089 47490
41446 32210 39240 41480 40759;41480 41446
80 16308 32747 43200;80
2689 30754 23078 1640 28858 487 2614 707 23068 33028 2213 1708 3193 4568 12329 23120 745 287 2226 1312 134 3615 30737 23430 6268 1451 11558 37908 37876 9953 23104 11525 34820 34814 34819 4366 32210 1076 220 2511 23443 5435 14252 20949 13450 15913 12931 12929 2100 14023;30754 28858
3414 5042 3624 1815 1813 1818 611 24 2225 248 1612 3803 3159 972;3414
422 39341;39341
76 915 520 218 501 503 523 715 502 169 563;520 915 501 169
30866 4864 4863 18669 44750 43940 45825 4745 4744;18669 4863
8348 1229;8348
42336 37881 44595 44591 37882 40655;37881 42336 37882 44591
2593 45280 1725;2593
6922 5890 46334 46337 857 23081 40686;40686
49124 49105 49083 45994;49124 49083
92 730 23509 50297 45769 49081;92
23280 1309;23280
46295 4083;4083
47060 49098 1827 50303 50297 49124 33223 26252 4770 30905 4357;1827 49098 26252 49124 4357
42849 42843 43155 42846;42846 42849
30758 23115 28359 1908 307;28359 1908
42444 42449 42450 42440 249 42447 42443;42450 42444
571 422 5041 2324 486;571
1782 44271;1782
23602 44088 30801 1777 2002 18192 2166 36460 45815 46938 46944 50311 1144 28381 23821 25082 14904 3519 44380 3605 22231 1140 8838 2711 45218 8938 38032 4163 10219 49124 39321 1145 8676 41469 15663;18192 2002 50311
2116 2887 30776 2677 37890 37904 5262 16200 4249;2677 30776 2116 37890 5262 37904 4249 16200
48267 45795 47506 47509 47532 37881 39689 46945 36442 36765 36776 47546 44663 34897 43718 891 4920 34820 48254 3268 5732 1553 3658 961 30776 45858 6503 4862 12125 8629 15015 45234 1118 3844 27387 22487;45795 47509 47506 47532 39689 48267 44663 48254 5732 36442 36765 27387 22487
688 4370 5025 3218 11065 8815;8815
47060 27255 31559 47494 33214 47491 942 43207 941 47548 47492 42460 2103;47060 27255 31559 47491 33214 47548 47492
9953 796;9953
20128 20127;20127
39249 37945 30866;37945 30866
3340 7868 480 2244;3340
45781 45801 42474 45375 45280;45781 45375 45280
37871 37878 37883 36719 27 23072 249 28858 30754 37900;37878 37883 36719 249 28858 30754 37900
39314 178 2251 16 2743 6600 23070 269;39314 16
2728 47483 17095 40684;40684 2728
41571 30754 37876 34833 34830;41571
5082 3120 15784 3121 46917 47475 47497 47485 47508 47487 47123 3009 42707 46903 46954 46938 117 42438;15784 47497 47485 46903 47123 47475 42707
2254 10774 200 10160 2530;2254
1983 1141 1988;1141 1988
1587 332 1147 15752;332 1147
33029 17 2397;33029 2397
44135 40665 44581;44581
7460 13714 17453 11251 15733 51;51
28352 1297 26267 26265 28339 28340 28389 23644 803 158 130 8766;28352 1297 8766
6325 2347;2347
2700 1782 48260 5;48260 2700
31559 47548 47438 27255 44153 1035;31559 47548 47438 27255 44153
40698 40681 40682 40661;40661 40698
33029 31043 30931 33034 33033 93 92 94 30970 249 750 778 5874 33032 2286 3609 8777 680;33029 31043 33033 33034 680
44132 48295 47530 47505 43187 1147 47514 47481 47516 7416 48252 367 8869 1924 9250;48295 47514 367 44132
5829 1278 4890 19137 5562 10731 44283 17615 7892 6663 2467 6700 8350 8583 6425 8453;8453
5463 774 1783;1783
43201 34814;34814
3783 23343;3783
46297 46295;46297
7753 51124;7753
93 94 730 92 2286 1782;1782
11952 39263;11952
292 291 293 1904 1994 571;291
1288 46895 3230;3230
30757 30753 5351 2094 4846 3330 23225 3331 742 5792 3333;4846 742
45258 3315 2444;2444
45225 42438 917;45225 917
42450 37878 41535 37879 42464 42444 42439;37879 42450 41535 42464
4919 2612 47475 47057 47490 5082 46895;47475 47057 4919
47482 43043 249 46920 44095 45786 487 601 46919 1827 5736 4279 4836;47482
732 23152 23082 1406 1713;23152
43207 43183 43188 24823 43187 44153;43207 43183 43188 24823 43187
36438 36437 36441 36434;36437
561 48287 30756 42317 260 34849;30756
16890 750 1672 1492 146 1689 5853;1689 5853 1492 146
8689 9596 2839;2839
49081 49112 49111 40656;49111
6210 521 966 2412 2540 3227 1940 244 2458 5975 5974 3413 2103;521 966
6455 37912 41131;41131 37912
45864 46306 41616;46306
28359 32210 33043 1002 1130 5842;5842 28359
45410 7406;45410
36424 28341 36423 28348 36421 36428;36424 36423
315 316;315
45244 45233 45220;45233 45244
42490 42336 42466 42477 42437;42466 42490 42437
2497 54;54
1635 4691 9792 18238 828;18238 9792 828
8142 14611 45790 42445 45764 4059 37898 44153 1046 22166 91 46326 550;550 8142
34813 4494;34813
23078 23068 307 23644 26267 26266 26264 28339 28332 751;26266 23644 26267
3227 6210 3410 475;3410
3749 5855 3748 5431;3748
44646 44645;44646
45756 45797 45777;45756
174 173 33028 2213 29 30971;173 30971
8777 92 2687 41454;41454
46898 46908 46928 44161 886 20666 9327 41557 8425 5584 3484 3483 11826 47917 11425 4079 4080 3880 18626 3669 47058 47505;46898 46908 44161 46928 9327
34776 1955 33032 750 33038 23072;33032
48276 4038 49105 22231 49081 41583 49094 49101;48276 4038 49105 49081 41583
2913 20257 5500 12975;2913
41469 41456 41455 42448 3554;41469 3554
45 903 2479;45
41456 494 1908 7655 41446 32210 490 746 5775 34818 34814 5193;1908 41456 7655 494 32210 5775 34818 34814
43180 43235 4535 43191 9331 4832 3844 40704;3844 43180
2479 45;45
46356 42609 112 46900 45777 45762 42450 3315 2445;46356
139 162;139
28331 8267 5451 44658;28331 5451 44658
26267 28326 28365 28341 28343 30744;28365
220 10543 43162 43175 44075;43162 10543 43175
90 404 875 912 28342;404 875
30750 7502;30750
46311 8597 46315 44610 46328;46311 8597 46328
46951 46950;46950
48266 48282 48274 1198 48262 48265 42450 44641 49097 5 45994 306 2367 1119;48266 48282 48274 45994
49107 49096;49096
8977 39379 27272;27272
1112 5974 5315 12823 8702 33046 9379 5591 6692 3944 9417 4466 13255 7070 4939 6492 7071 5242 13187 5107 4872 36428 36421 28348 34815 34820 1069 4836 36439 1164 1186 23142 23120 30761 36431 707 490 17313 13668 33058 558 3522 9400;8702 3522 4939 5107 7070
2850 23748 24959 28324 44915 4143 2328 4724 46300 37871;2850
6421 23611 23283 7161 23290 726 1493 4243 6326 951 2149 37884 5244 38100 41536 12229;6421
28328 269;28328
44271 92 46367 2329 30977 31151 7066 46314;44271 2329
47 28324 23164;23164
2871 4610;2871
905 906;906
48287 41571 30756 1782 37910 561 2361;1782
33037 30755 377 1137 9387 15915 7186 1359;30755 377 1137 33037
1151 382 1745 709;1151 382
1066 4785 67 8829;1066 4785
25155 44101 6633;25155 44101
48266 46894;46894
867 10325;867
46920 2223 1252 46929;46920 1252 46929
17652 50437;50437
1939 1404 1402;1939
3449 2661 2955 7435 39330 8944;2955
48266 48256 48280;48266
259 639 561 879 2696;639
51080 51070 973 51120 51091;51080 51070
23644 26266 26267 731 26265 28325 28339;26266 26267 26265 28325 28339
34883 8085 3971 1680 2106 3975 22958 5296 41456 41455 41458;34883 8085 3971 1680 22958 5296 41456 41458
50354 48451;50354
4445 6260 2328 221;4445
3413 510 1771 28507 46309 5995 2711 44808 7288 738 46910 46287 4083 46915 430;2711 46910 46287 46915
561 639 30756;639
422 292 24475 1904;422
47493 47585 43203 36719 2252 42443 43219 42441 43207 43201 43199 44629 44606 46920 45221 44609 44125 43183 44618 46937 48258 37927 48307 5399 8734 7060 539 432 18962 612;47493 47585 48258
28324 421 205 204;204
2051 6197 631 28382 30736 30776 28502 12817 2116 2887 2888;2051 28382 30776
39939 4759;39939
51119 2503 51078;51119 2503
50297 50307 50324 47060 50328 487 49118 39241 49105 51072 45215 51089 50327 44095 49083;50297 50307 50327 50324 44095 49083
51 28324 23164 28329;23164
45226 44705;45226
28742 42442;42442
46354 42317;46354
7753 45213;45213
43283 14674 8575 9224 12052 19342;12052 19342
3288 363;363
3448 51101 3446;3448 51101
37878 42846 37900 34818 34814 169;169 34814 34818
50 535 1427 633 3271 7336 2769;50 633 2769
2868 5384 8394 3888 40681 13313;40681 8394 13313
7306 83;7306
561 1782;1782
7310 5863 9761 8780;9761
44616 33068 39314 1598 18898;33068
7427 2657;2657
46908 47060 46898 886 47472 47061;46898 47060 46908 47061
51080 51100 51113;51100 51080
3202 32;32
34824 495 4566 34816 34829 870 869 9841 988 6539 10184 10183 12514;34824
39276 39286 7406;39276 7406
10801 3520 44091 28607 10796;3520
3334 4028;3334
1216 23082;23082
17787 15377;15377
30756 47521 47492 45815 5112;30756 47521 47492
931 2135 39495 3635;931 2135 3635
48297 47807 11674 4543 2168 593 6561 9403;47807
23509 47738;23509
5388 1190;5388
45222 45263 45227 643 1002 1620;45227 45222 45263
1403 7353;1403
1635 26264 28340;1635
28350 30776 1291 3436 8457 15921 9320 1359 6655 459 5794 2425 2748 28 136 175 1815 1490 705 29 181 248 1612 11171 2615 17;9320 28 28350 8457 15921 136
42457 43184 5989 43187 42847 43186;42457 43184 42847 43186
99 3523 3524;3524
356 1818 2372 6262 3696;356
46337 46313 23362 46297 46300 4083;4083 23362 46313 46337
31 663 4770 799 14518 6156 10468 6530 11125 665;6156 663 10468 665 4770
1780 4594 36421 36428 28348 4836 36416 36429 4615 30746 36445 1671 34821 4676 34819 2888 2887;36445 4676 36416 34821
2939 37912 36765;37912 36765
6430 249 42448 2224;6430
601 249 307 248 1642 1147 4233;249 248
23265 23148;23148
20537 5822 49094 9040;20537 9040
421 722 937 143 169 1138 436 888;169 888
44362 50316 45343 45367 1767 1330 45342 23228;23228 45367 50316
51114 51080 49179 1273 260 50667 2700 39314 3019 1071 51099;260 2700 3019 51114
34830 34833;34830
17323 34816 34851;34816 34851
28328 28345;28328
3648 747 45259;3648 45259
2213 166 28 136 129 630 175 3465 3615 747 23068 249 307 23084 7952 12064 10817 4075 3573 345 347 4842 4126;2213 166 4126 630
32209 48276 4038 37910 1198;32209 4038 1198
117 116 238 205;116 117 205
47061 47506 47060 47478;47061 47506
28321 1564;28321
44084 44073;44073
1347 47 134 3134 6390;1347 6390 47
41444 41477 41445 39270 33029 39256 47;41444 41477 41445 39270 47
5297 43358 43412 11902 2279;43412 11902 2279
574 2860;574
747 45235;45235
30756 2195 639 7770 8318 5012 19841 16507;30756 2195
13672 34963 35046 445 13146 27986 36458 4659;13672 27986 13146
2193 575 23150;23150
47061 47472 47473 46897 175 1709 44696 30754 3465 183 44643 612 133 611 249 37875;1709 611 44643
50312 50310;50310
23115 5634;23115
31365 2004 644 47505 47530;644 47505 47530
2386 19752 45240;45240
3230 46894 3229 5082;3230 3229 5082
46297 46307 43043 46299;46297 46307 46299
2716 23102 488 1244;2716 23102
47531 47481 2503;2503 47531
1084 2168;2168
39293 39240 39271 39285 38150 37895 1671 977 40657 37902 16;39285 39271 39293 977
1053 33705;33705
5082 3229 3120 46953 15784 46930 46895 46896 46901 46931;46953 3120 15784 5082 3229 46895 46896 46931 46930
45236 7270 2682 2987 2566 24872 23280 23282 3267 2328 13514 39299 3399 34814 45759 16109;3399 39299 3267 45759 16109
249 30761 42846 43148 44075 44140 44133 44083 44115 3467;44133 44140 44115 44075 30761
2268 2608;2268
42448 41491 41535 42465;41491 42465
571 422;422
45994 22231 46328 46343 1048 46352 42473 42850 3803 42448;45994 42448 42473 46352 22231 42850 46328
19898 49128 50305;50305 49128
45215 45234;45234
1070 184 183;1070
47058 46952 47506 47473 47505 47060 45237;47506 47058 47473 45237
33039 37892;37892
1049 33705 8569;1049
46354 22436 40670 246 45286 2366;46354
3019 561;3019
34815 26 2225 1068 1417;26 2225
111 3735 494 41468 41486 42455 42456 41493;3735 42456 42455 41486 41468 111
43187 43183 33214 47491 47494 47492 47495 43192 47496 47547;33214 47494 43192 43187 47496 47547
3735 11071 2677;3735 2677
51080 51132 51078 48266 51086;51132 51080 51086
561 92 44271;92
29312 6805 30740;29312
10 91;91
1072 935 1249 3726 7673 3728 30931 33034 7643 8394 30786;935 3728
28324 169 46320 4477 3050;28324 169
8984 23743 25511 28418 30742 3793 10578 23164 15752 24070;23743 10578 23164
39272 15417 6004 4973 23651 34911 9675 2917 3934 927 3703 3340 36615 2075;39272 4973 3934
880 94 92;880
49096 49105 48266 48260 48274 48256 48265;49096 48260 48274 48265
47471 6937 984 46309 2744 46341 47473 47487 47485 47497 3121 47472 47488 40682 45228 46916 47508;47471 46916 45228
675 674 1078 307;675 1078
3532 2394 1940 2412 43203 521 43187;2412 3532 43203
411 32667 23262;411
3888 7000 13313 48276 49085;3888 7000 13313 48276
46894 5082 3120 804;46894 804
49126 49155 49092 49114 44115 49110;49126 49155 49110
5824 5198 2092;5198
48266 48280 48257 2398;48266 48257 2398
11000 1244;1244
8702 2526 4979 38038 44620 44631 28389 883 45740 42439 296 43200 47482 3098 44658 46326 45249 45250 213 6256 39759 7779 45784 23070 46344 2628 45298 45218 9499 45296 451 12676 494 3735 14285 6692 13248;28389 8702 9499 3735 14285
34833 34830;34830
40686 2078 4957 1461 1191 1193 5388;40686
34815 34822 34813 34827 36433 36416 30761;34827 34815 34813 36433 36416 34822
23092 23136 23115 23083;23136 23083
48280 48266 48282 48257 48259 32210 33030 48255 42450 48263;32210 48266 48257 48280
47058 47060 47506 47473;47060 47506 47473
39256 8527 39314 3019 3888;39314 3019 39256
1057 6361;6361
5093 23066 1390 374 36460 6618 6721 679 605 677 4742 1698;5093
49086 49103;49086
365 371 1704 13299 11857;365 371 11857
51095 51118 51101 1074 46939 23781;51118 51101
1421 1615 20;1421
44644 45801;45801
1635 1828 3930 7725 3198;1635
47 300 23164;23164
45781 46300;45781
46896 46917 46928 46895 46901 46929;46896 46917 46928 46901 46895
41446 41480 41447 41445 111 1872 1653 21578;41446 41445 41447 111
10382 1851 741;741
47517 3166 45989 22178 6640 1648 5111 1144 6608 7701 5092 857 11367 678 677 1224 82 11669 8299 47524;47517
44595 44621 44591 77 3121 129;44595 44591 129 44621 3121
5263 15985 24851;24851
50335 48291 38103 6353 9784 953 49373 49824 38602 6352 1485;50335 48291
6936 1030 5918 16308;1030
1540 1537 1536 16550 1543;1540
20583 46608 31435 23706 5178 48314 44666 9998 38402 16647 15155 10470;46608 48314
4939 9502 1198;4939 1198
49138 1782;49138
867 1140;867
37871 37883 36719 37878 37881 39271 37872 2252 37889 37900 30754 37879 28858 249;36719 37883 37871 39271 37900 37878 2252 37889 249
706 3074 5500 6930 3073 44099;706
30746 410 1318 3883 1317 4912 524 30757 23217;30746 30757
48263 48262 48286 48300 9379 13693;48300 48262 48286 48263 13693
3544 5386;5386
50296 484;50296
42449 42444 42455 42439 42464 42456 42477 42441 42448;42444 42449 42477 42464 42439 42455
46950 45770 958;46950
50297 50303 50300 45351 45296 49111 49093 44077 46307 46911;50303 49111 50300 49093 50297
36 8737;36
45224 31933 611 42843 41461 490 1812 777 4676 34821 44915 41458 45295 3332;45224 31933 4676 41461 41458 44915 45295
9966 34848;34848
23446 983 34899;983
170 28 136 2213 751 137 534 132 217 364 1229 221;136 751 2213
3569 932;3569
40679 41448 40678 41492 8864 23136 28418 404 2931;41448 41492 8864
3399 34814 34818 28325;28325 3399 34814
49199 49128 19898 3466 42843 44580 42447 50304 25355 50323 40698 50301 50294 50302 50295 1435 30776 11173 4870 6872 37614;44580 50294 50302 50295
51080 51100 51099 51095 51074 51122;51080 51099
44580 37878 36719 44618 44631 44605 37876 45220 13332 45255 45222 45221 42448 42846 33031 42843 41471 42440 32210 43162 44097;36719 44580 44631 44618 42846 42843
459 1642 376 3429 11654;459 376 1642
1347 47 51 23332 23164 28324 662 5445 1215 732;1347 47
28447 28616 1139 867 30745;30745 28616 28447
50 1346;1346
32210 33030 31043 33034 33033 31198 32209 31972 33028 33032 29 33037;32210 33030 31043 33034 33037 33033 31198 31972
1196 18318;1196
41451 45257 45761 44697 2204 2251 45784 287 6683 44076 41580 45858 44116 45792 42456 44628 45787 43204 7275 5494 41472 5662;41451 45761 44697 6683 44116 2251 45784 42456 41580 44628 45858 45787 43204 45792 5662
23382 11911 10203 2259;11911 2259
33029 1077 41444 4227 20848 5598 17725 5595 40669 39286 2005 6381;1077 39286 40669 5598 6381
421 10 473;421 473
1153 37912 36765 343 39288 439 39297 2939;36765 37912 39297
44619 1107 44607 44610 44638;44610 44607 44619
367 368 374 8882 4785 4550 51 98;367 368 4550 4785
49082 49089 49092 41458 7839 23467 3557 3752 2242 2243;49082 41458 2242 2243
54 7609 37895 3009;7609
45773 3425 45829 39270 2221 43162 43156 33029 17 45232 8231 14570 9513;45232 45829 9513
94 93 92;92
39272 46950 46899;46950
43418 24136 33203 15621 8363;24136 33203 15621 8363
7724 10718 23772 5101 2726;7724
28340 28389 26267 28325;28340 28389
42462 319;319
12031 13542 202 4049 7004 6234 7586 4393 24048 30744 30761;4393 30744
549 2034 573 90 133 20874 10401;2034
7753 45213 11063;7753
6214 51085 51084 45824 51086 3309;51085
51071 49305;51071
30745 30742 30741 30746 28447 3436 90 15752 30758 297 10804 2995 571 2197;30758 30741 30742 30745
688 3217 5497 7383 689;689
41454 2286 680 37910 8777 8206 3610 3609 92;92
5038 1840 6766 47 206;5038 206
41518 41486 41495 41476;41518 41486 41495
32210 33029 33034 31043 33030 33052;33029 33034 31043 33030 33052
3131 2649 1740 14699 14616;14616
253 6360 976;253 976
44132 36437 161 46904;46904
255 23091;23091
1002 5842;5842
31655 205 116 143 634;31655
1147 332 2088;332 1147
207 3270 79;207
3839 43239 47685 3102 1765;3839
42850 42845 459;42845 42850
262 44102;262
3849 5893 7336 11540 428 655 6516 9098 11726 6517 2791 10529 12022 20424 6163 3855 9178 3851;6517 5893 7336 11540 10529 11726 12022
50306 50307 50315 50292 18153 49130 25355 50301 50333;50306 50307 50292 50301 25355 50333
23091 592 26136;26136
49148 4400 43207 482;482 49148
31043 33029 33030 33043;31043 33029 33043
2871 37898 4759 630 39260 39265 1584 34827 23068 39254;37898 2871 39254
5372 13067;13067
5891 45218 44808;5891
176 1709 489 488 23078 173 23072;488 489 1709 176
41467 30753 23480;30753 41467
23164 47 50;23164
786 30774 33048 30782 11706;786
50293 22203 49178;50293 49178
2593 45326 42474 212;2593 42474 212
51086 51077 51085 51082 51084 3446;51086 51082 3446
380 360 439 486 222;360
50310 50312 49085;50310 49085
1500 2227 256;1500
51095 51080 51106 51088;51080 51088 51106
47505 537 15449;47505
905 226 5704 9090 906;906
46307 3120 46925 46911 30791 45799;3120 46925 46911 30791
47492 47491 47536 3813 47495;47492 47491 47536
34586 29259 23281 21852 23647 23848 36494 12033 23980 15814 23927 43177 39307 9730 3776;9730 23848 23980 23927
45241 41472 34824 45257 6559 160;45241 45257
3230 5082 3120 46925 3121 46918 46920 42449 46065;3121 3120 46925
2821 2205 4422 14110 23057;2821
48255 48266 48256 48280;48266 48256
33026 39304 39247 181;33026
45088 12725 39393 46300;39393
28702 740 28430 329 28431 54 7609 1951 2313;2313 28430 28702 740
48287 561 639 30756;561
46297 46300;46297
2479 2287 1401;2287 1401
51089 15647 8765 50292 46911 3098 49112 46321 46322 50326 49099 681 50294 50301 974 4705 49098 47486 50315 50307 4822 50305;50292 50326 50315 4822 46321 50307
36615 33705;33705
486 332 1048;332
44589 44624 44616 44583 44584;44616 44583 44584 44624
41455 41458 41456 41451 41476 111 6773;41455 41476 111 41456 41458
44611 40665 28321 44125 37878 44580 44618 2386 37985 37942 38646 1031 5175 1032 5176 45254 44589;28321 37878
